樣品名稱,sample name,eng text
蝦米,dried shrimp ,dried shrimp  (dried shrimp) appears pale orange to light peach in color and has a wrinkled and shrunken appearance due to the drying process 
金鉤蝦乾,golden hook dried shrimp,"golden hook dried shrimp, also known as ""golden hook dried shrimps,"" have a distinct golden-yellow color and a small, slightly curled shape with a slightly wrinkled texture "
紅蟳,red tureens or red spotted prawns,"red tureens or red spotted prawns, also known as red crab, has a deep red color on its shell and claws with a round, plump body shape  Its appearance is both striking and appetizing "
蛙形蟹,frog-shaped crab ,"frog-shaped crab , also known as the frog-shaped crab, has a dark green shell that appears bumpy and textured, with orange spots and a distinct face-like shape on its upper shell "
蟹腳肉,crab meat from the legs,"crab meat from the legs has a pale ivory color with some orange-hued spots, and a smooth and slightly shiny appearance with a cylindrical shape "
竹蟶(冷凍),bamboo worm (frozen),"bamboo worm (frozen) is a type of frozen bamboo fungus that has a pale beige or white color with a spongy and porous appearance when cooked  Its unique shape is similar to an ear, and it can expand when rehydrated "
真牡蠣平均值,average value of real oysters ,average value of real oysters  is a type of oyster with a greyish-brown exterior and a beige-colored fleshy interior  It has a smooth and glossy appearance with visible ridges along the shell 
真牡蠣,fresh oysters ,"fresh oysters  or ""magaki"" is a type of oyster that has a light brown, almost beige color with a slightly rough and uneven texture on the shell  When opened, the meat is creamy white in color, plump, and juicy with a slightly curved shape "
帶殼真牡蠣(生蠔),live oysters with shells ,"live oysters with shells  has a vibrant, pale ivory color and a slightly iridescent, shimmering appearance of the shell  The flesh itself is plump and creamy with a translucent, glossy appearance "
黑齒牡蠣,black teeth oyster,"black teeth oyster or ""black teeth oysters"" have a dark, almost blackish-green exterior shell that contrasts with the light, creamy color of the oyster meat inside  The oyster meat is plump and tender, with a slightly shiny, translucent appearance "
蝦夷海扇蛤,hokkaido scallop and clam ,"hokkaido scallop and clam  is a type of clam with a light brownish-grey shell and a creamy white and slightly curved body, often served on its half shell "
綠殼菜蛤,green shell clams with vegetables,"green shell clams with vegetables, also known as green shell clams, have a distinct bright green color on the outside of their shells, with a smooth and shiny appearance  The inside of the shell is a pearly white color, and the clam meat itself is a light beige color with a slightly translucent appearance "
綠殼菜蛤干(淡菜),dried green shell mussels (laevistrombus canarium),dried green shell mussels (laevistrombus canarium) appears light brown in color with a slightly wrinkled and rough surface  It has a distinct shell-like shape with ridges and creases 
西施舌,"cow tongue (literally translated as ""xi shi's tongue"") ","cow tongue (literally translated as ""xi shi's tongue"") , also known as ""Xi Shi's Tongue,"" is a Chinese dish made from deep-fried fish  Its appearance is characterized by a golden-brown, crispy exterior that contrasts with the white, tender fish inside "
台灣蜆,taiwan clams ,"taiwan clams  (Taiwan Clam) has a light beige color with glossy and shiny appearance on the surface  The shells are small and thin, with slightly curved edges "
大文蛤,giant clam ,"giant clam  is a type of clam with a smooth, light-colored shell that is usually cream or light gray in color  The inner flesh of the clam is light-colored with a slightly pink hue "
文蛤,clams,"clams is a type of shellfish with a beige-grayish color shell and a light yellowish-brown meat  Its appearance is sleek, and its texture is smooth "
波紋橫簾蛤 ,ripple-shell clams,"ripple-shell clamsis a type of clam that has a light brown shell with noticeable wavy ridges on the exterior, while the interior is a pale pinkish-white color "
菲律賓簾蛤,philippine clams,"philippine clams features a vibrant orange color and a glossy, smooth appearance, with a noticeable spiral shape and a ridged texture "
環文蛤,huanwen clams,"huanwen clams has a light brownish-yellow shell with prominent, thick and coarse ridges  Its flesh is white and plump with a slightly yellow tint "
干貝(冷凍),frozen scallops,frozen scallops is a light beige color with a slightly wrinkled texture  The appearance is smooth and shiny with no visible discolorations or blemishes 
干貝(乾)平均值,average value of dried scallops ,"The dried scallops have a light brown to dark brown color and appear shriveled and wrinkled due to the dehydration process  They have a textured and rough surface, with some pieces having a slightly translucent appearance "
干貝(乾),dried scallops ,"dried scallops  are dried scallops that are typically golden or brownish in color, with a rough and wrinkled texture on the surface  When hydrated, they become plump and tender with a darker, more uniform color "
小干貝(乾),dried small scallops,"dried small scallops are small and dark brown or black in color, with a very wrinkled and textured appearance due to being dried "
牡蠣干,dried oysters ,dried oysters  is a dried oyster that has a dark brown color and a wrinkly texture on the surface due to the drying process 
真烏賊平均值,average value of real squid ,"average value of real squid  is a dark brown to black color, with a smooth and slightly shiny appearance  It has a cylindrical shape and a firm texture "
真烏賊(大),giant squid ,"giant squid  has a dark purplish-black colored exterior with a smooth and shiny appearance, and has elongated tentacles that are evenly spaced "
真烏賊(小),squid (small),"squid (small) has a dark purplish-purple color with elongated, cylindrical shape and a slightly curved body  It has a smooth and shiny surface with small suction cups along its tentacles "
章魚,octopus ,"octopus , also known as octopus, is typically a grayish-blue color with a unique bulbous and tentacled appearance  The skin may also have suction cups on it, adding to its distinctive appearance "
阿根廷魷,argentine squid ,"argentine squid , or Argentine squid, typically has a pinkish-white color with a tube-like body and tentacles  The skin is smooth and glossy with a slight translucency when raw "
泡魷魚,braised squid,"braised squid has a unique pinkish-red color due to the way it is prepared and has a chewy, cylindrical appearance with small tentacles protruding from the top "
台灣鎖管,taiwan sausage,Taiwanese sausages (taiwan sausage) are reddish-brown in color with a shiny appearance due to the oil content in the meat  They have a wrinkled texture on the outside and a chewy texture on the inside 
尖鎖管 ,sharp tube pasta ,"sharpened tube typically has a golden-brown hue with a cylindrical shape and ridges running lengthwise, giving it a textured appearance "
軟翅仔,soft shell shrimps,"soft shell shrimps is a popular Taiwanese snack food made from fried fish cartilage  It has a light golden brown color and a crispy, crunchy appearance "
香螺 ,fragrant snail,"fragrant snail or sautéed snails, have a light brown to beige color with a smooth, slightly curved shell exterior  The snail flesh inside is tender and plump "
象牙鳳螺,ivory shellfish,"ivory shellfish is a species of sea snail known for its unique ivory-colored shell with pale pink and brown markings  The shell has a smooth, glossy surface and a spiral shape with a pointed tip "
